Date,HE,MW
5/3/23,11,3812.592041
5/3/23,12,3043.53366
5/3/23,13,3090.145571
5/3/23,14,3463.435739
5/3/23,15,2718.366543
5/3/23,16,3682.873708
5/3/23,17,3678.302766
5/3/23,18,2753.805298
5/3/23,19,2092.634548
5/3/23,20,3099.722651
5/3/23,21,2101.199085
5/3/23,22,2054.033658
5/3/23,23,2275.66885
5/3/23,24,2436.273947
5/4/23,1,2510.505336
5/4/23,2,2146.214898
5/4/23,3,2716.597211
5/4/23,4,2599.20545
5/4/23,5,1931.648041
5/4/23,6,2836.720391
5/4/23,7,2976.625889
5/4/23,8,1574.664119
5/4/23,9,564.4819164
5/4/23,10,2030.805389
5/4/23,11,2604.422538
5/4/23,12,1456.082682
5/4/23,13,2002.745328
5/4/23,14,285.2189014
5/4/23,15,676.3848513
5/4/23,16,1013.797592
5/4/23,17,1232.631529
5/4/23,18,30.58511031
5/4/23,19,742.7874678
5/4/23,20,1022.739605
5/4/23,21,1393.732917
5/4/23,22,3394.509621
5/4/23,23,2651.808423
5/4/23,24,3126.046811
5/5/23,1,2572.544713
5/5/23,2,4548.019313
5/5/23,3,4118.136319
5/5/23,4,2685.530553
5/5/23,5,4281.447421
5/5/23,6,5026.304415
5/5/23,7,4033.284669
5/5/23,8,4018.495876
5/5/23,9,3211.737603
5/5/23,10,3398.744913
5/5/23,11,3158.618012
5/5/23,12,4995.402928
5/5/23,13,3485.386255
5/5/23,14,4001.487596
5/5/23,15,2427.465555
5/5/23,16,3454.151949
5/5/23,17,3237.870706
5/5/23,18,3414.654073
5/5/23,19,3450.114047
5/5/23,20,4585.029378
5/5/23,21,4660.195622
5/5/23,22,4756.360174
5/5/23,23,4484.234747
5/5/23,24,4339.104251
5/6/23,1,3866.313126
5/6/23,2,4025.599244
5/6/23,3,3412.631723
5/6/23,4,4836.304047
5/6/23,5,2621.54815
5/6/23,6,3674.79278
5/6/23,7,3752.589175
5/6/23,8,3677.797244
5/6/23,9,3054.487481
5/6/23,10,4470.371048
5/6/23,11,2854.171703
5/6/23,12,3161.686611
5/6/23,13,2676.508869
5/6/23,14,3922.669358
5/6/23,15,5126.079911
5/6/23,16,4424.032734
5/6/23,17,5535.756765
5/6/23,18,4800.947394
5/6/23,19,6147.653911
5/6/23,20,4788.98919
5/6/23,21,4554.531526
5/6/23,22,3649.426605
5/6/23,23,4757.621261
5/6/23,24,3821.535684
5/7/23,1,5618.471267
5/7/23,2,5576.906644
5/7/23,3,5020.785057
5/7/23,4,3378.127814
5/7/23,5,2118.008085
5/7/23,6,4120.210608
5/7/23,7,3390.767631
5/7/23,8,1810.602519
5/7/23,9,2496.450116
5/7/23,10,2925.540604
5/7/23,11,277.4823234
5/7/23,12,442.365986
5/7/23,13,1049.735427
5/7/23,14,2489.233831
5/7/23,15,551.5781087
5/7/23,16,1416.801584
5/7/23,17,1193.206976
5/7/23,18,1429.317169
5/7/23,19,2225.5262
5/7/23,20,4264.215132
5/7/23,21,4800.990931
5/7/23,22,4746.230572
5/7/23,23,6330.382562
5/7/23,24,5661.273763
5/8/23,1,5262.52483
5/8/23,2,5860.946862
5/8/23,3,7360.000953
5/8/23,4,5244.596204
5/8/23,5,4688.018232
5/8/23,6,3622.849232
5/8/23,7,3780.179926
5/8/23,8,1868.952999
5/8/23,9,2818.282465
5/8/23,10,3521.008867
5/8/23,11,2217.163
5/8/23,12,916.7337948
5/8/23,13,2840.216771
5/8/23,14,-493.1394686
5/8/23,15,2248.286095
5/8/23,16,511.9579739
5/8/23,17,1620.430725
5/8/23,18,2638.140006
5/8/23,19,3714.396028
5/8/23,20,3986.719106
5/8/23,21,4533.978099
5/8/23,22,3535.312
5/8/23,23,2642.294976
5/8/23,24,1704.038253
5/9/23,1,1656.582682
5/9/23,2,1830.280113
5/9/23,3,1765.105217
5/9/23,4,1708.139391
5/9/23,5,2182.115721
5/9/23,6,247.7921936
5/9/23,7,2275.293649
5/9/23,8,1702.664529
5/9/23,9,2331.061205
5/9/23,10,1462.234651
5/9/23,11,1308.494763
5/9/23,12,1042.894187
5/9/23,13,353.7673706
5/9/23,14,188.9751388
5/9/23,15,1135.079738
5/9/23,16,749.9530335
5/9/23,17,1973.464125
5/9/23,18,1277.283033
5/9/23,19,1039.17166
5/9/23,20,915.652529
5/9/23,21,615.7605861
5/9/23,22,2015.289068
5/9/23,23,516.0888476
5/9/23,24,2145.347626
5/10/23,1,1368.087683
5/10/23,2,1775.120923
5/10/23,3,2774.757769
5/10/23,4,1733.46345
5/10/23,5,852.2792766
5/10/23,6,1790.39559
5/10/23,7,2304.302422
5/10/23,8,1362.663376
5/10/23,9,2026.452091
5/10/23,10,164.9393858
5/10/23,11,1359.714378
5/10/23,12,1619.205219
5/10/23,13,1855.807049
5/10/23,14,1941.918455
5/10/23,15,714.7792619
5/10/23,16,1547.706091
5/10/23,17,894.6462397
5/10/23,18,-412.4803915
5/10/23,19,-381.9589394
5/10/23,20,1014.460103
5/10/23,21,623.8930403
5/10/23,22,1655.603372
5/10/23,23,2473.886206
5/10/23,24,1655.846122
5/11/23,1,3735.624595
5/11/23,2,995.336216
5/11/23,3,3028.338959
5/11/23,4,2895.900582
5/11/23,5,2699.887363
5/11/23,6,1435.525043
5/11/23,7,959.5330325
5/11/23,8,1593.946061
5/11/23,9,821.9659396
5/11/23,10,911.2240933
5/11/23,11,678.4842239
5/11/23,12,499.5591273
5/11/23,13,732.7106937
5/11/23,14,214.1135039
5/11/23,15,2395.539885
5/11/23,16,827.538778
5/11/23,17,2320.369955
5/11/23,19,896.9868985
5/11/23,20,462.1039418
5/11/23,21,-25.29697984
5/11/23,22,-305.1227494
5/11/23,23,3291.803992
5/11/23,24,2026.995837
5/12/23,1,1862.232493
5/12/23,2,1455.17098
5/12/23,3,2791.148028
5/12/23,4,1705.318852
5/12/23,5,2488.29316
5/12/23,6,318.7955219
5/12/23,7,1206.459781
5/12/23,8,1031.200702
5/12/23,9,26.46767159
5/12/23,10,559.9335002
5/12/23,11,398.6105603
5/12/23,12,1452.577579
5/12/23,13,1260.293823
5/12/23,14,210.6031314
5/12/23,15,217.2120417
5/12/23,16,1296.687777
5/12/23,18,1825.293662
5/12/23,19,693.7021443
5/12/23,20,1991.199385
5/12/23,21,948.1138601
5/12/23,22,215.2738772
5/12/23,23,2356.545426
5/12/23,24,839.4883704
5/13/23,1,2133.214305
5/13/23,2,673.2415365
5/13/23,3,498.1418223
5/13/23,4,-299.7278462
5/13/23,5,194.6790034
5/13/23,6,679.8271947
5/13/23,7,783.7239328
5/13/23,8,341.2663285
5/13/23,9,1010.000996
5/13/23,10,-140.0121363
5/13/23,11,433.956986
5/13/23,12,1117.368623
5/13/23,13,366.0803275
5/13/23,14,1097.353201
5/13/23,15,1808.497926
5/13/23,16,2654.554426
5/13/23,17,1321.020196
5/13/23,18,276.9423884
5/13/23,19,1234.134294
5/13/23,20,2969.37243
5/13/23,21,1655.264533
5/13/23,22,2724.47304
5/13/23,23,3194.149237
5/13/23,24,3624.890192
5/14/23,1,4088.976184
5/14/23,2,2463.642716
5/14/23,3,4108.227174
5/14/23,4,2571.28008
5/14/23,5,3420.767352
5/14/23,6,2845.347215
5/14/23,7,3867.735247
5/14/23,8,4284.920296
5/14/23,9,3050.551629
5/14/23,10,2851.968187
5/14/23,11,2516.383075
5/14/23,12,2592.304435
5/14/23,13,2742.097938
5/14/23,14,4730.087625
5/14/23,15,4727.109247
5/14/23,16,3746.753352
5/14/23,17,5529.247146
5/14/23,18,5559.879046
5/14/23,19,5753.314688
5/14/23,20,6568.4397
5/14/23,21,6244.884582
5/14/23,22,5520.536571
5/14/23,23,5533.032525
5/14/23,24,3541.946524
5/15/23,1,5948.115632
5/15/23,2,4604.186361
5/15/23,3,2234.358938
5/15/23,4,4213.742457
5/15/23,5,2449.029798
5/15/23,6,2820.886057
5/15/23,7,1644.874447
5/15/23,8,2358.341188
5/15/23,9,2567.847482
5/15/23,10,86.07025541
5/15/23,11,80.30419718
5/15/23,12,812.7364853
5/15/23,13,482.5863449
5/15/23,14,801.3913811
5/15/23,15,-429.5725983
5/15/23,16,-806.2584505
5/15/23,17,-291.9818945
5/15/23,18,422.122138
5/15/23,19,-319.7239477
5/15/23,20,-396.9957458
5/15/23,21,70.43079256
5/15/23,22,281.6493525
5/15/23,23,1862.521084
5/15/23,24,1619.832359
5/16/23,1,957.7461355
5/16/23,2,1031.516929
5/16/23,3,10.03916819
5/16/23,4,177.2898525
5/16/23,5,979.3172911
5/16/23,6,909.7210142
5/16/23,7,488.9240251
5/16/23,8,998.9230757
5/16/23,9,-130.3573004
5/16/23,10,341.1291253
5/16/23,11,-542.1113897
5/16/23,12,1324.863838
5/16/23,13,2942.455796
5/16/23,14,1236.031806
5/16/23,15,739.0203202
5/16/23,16,2501.927132
5/16/23,17,559.3402933
5/16/23,18,3039.387603
5/16/23,19,1498.032297
5/16/23,20,3717.984359
5/16/23,21,2583.774998
5/16/23,22,1412.524969
5/16/23,23,1442.47014
5/16/23,24,3811.017446
5/17/23,1,3810.587525
5/17/23,2,4210.526922
5/17/23,3,2693.56819
5/17/23,4,2698.609173
5/17/23,5,4431.961414
5/17/23,6,3656.306409
5/17/23,7,4733.379588
5/17/23,8,4368.176181
5/17/23,9,3663.321396
5/17/23,10,3584.470607
5/17/23,11,3189.575337
5/17/23,12,2406.583373
5/17/23,13,2466.839261
5/17/23,14,1365.923102
5/17/23,15,1331.316594
5/17/23,16,2494.391793
5/17/23,17,1016.445348
5/17/23,18,2180.132659
5/17/23,19,1495.867125
5/17/23,20,2042.348676
5/17/23,21,2832.200828
5/17/23,22,3604.257597
5/17/23,23,3385.367676
5/17/23,24,3563.462638
5/18/23,1,4905.558787
5/18/23,2,2762.877943
5/18/23,3,4282.200829
5/18/23,4,4048.464768
5/18/23,5,3532.81932
5/18/23,6,4518.399614
5/18/23,7,5425.276522
5/18/23,8,3081.685392
5/18/23,9,3095.764669
5/18/23,10,1952.374361
5/18/23,11,2495.621139
5/18/23,12,707.4307514
5/18/23,13,1215.870794
5/18/23,14,58.71903658
5/18/23,15,351.7112819
5/18/23,16,432.3795865
5/18/23,17,998.9917039
5/18/23,18,1234.538284
5/18/23,19,510.2218545
5/18/23,20,2136.338237
5/18/23,21,2110.760674
5/18/23,22,2841.941352
5/18/23,23,4877.917298
5/18/23,24,3957.694706
5/19/23,1,4936.120848
5/19/23,2,5235.676366
5/19/23,3,5366.931443
5/19/23,4,5555.378509
5/19/23,5,4979.606141
5/19/23,6,5942.958543
5/19/23,7,4995.573957
5/19/23,8,5763.742125
5/19/23,9,2344.795321
5/19/23,10,4048.224655
5/19/23,11,4428.4611
5/19/23,12,4037.172919
5/19/23,13,3449.592626
5/19/23,14,4477.923402
5/19/23,15,3557.335365
5/19/23,16,3848.840451
5/19/23,17,4104.627282
5/19/23,18,3482.919737
5/19/23,19,5653.816582
5/19/23,20,4345.383342
5/19/23,21,4874.325104
5/19/23,22,4358.574593
5/19/23,23,3923.904716
5/19/23,24,4234.197918
5/20/23,1,4325.665992
5/20/23,2,3339.798509
5/20/23,3,2608.04967
5/20/23,4,3846.997317
5/20/23,5,3693.124101
5/20/23,6,3297.759574
5/20/23,7,3658.435498
5/20/23,8,1769.519408
5/20/23,9,4233.186179
5/20/23,10,3254.054482
5/20/23,11,1659.640165
5/20/23,12,2330.974857
5/20/23,13,2844.564472
5/20/23,14,1797.888874
5/20/23,15,4299.851938
5/20/23,16,2142.055301
5/20/23,17,2929.987528
5/20/23,18,2162.318574
5/20/23,19,1385.575559
5/20/23,20,2272.137216
5/20/23,21,866.9728535
5/20/23,22,584.3154966
5/20/23,23,1026.565315
5/20/23,24,582.3073027
5/21/23,1,1952.061104
5/21/23,2,1624.808633
5/21/23,3,950.3138507
5/21/23,4,1840.373622
5/21/23,5,1001.343939
5/21/23,6,1425.321892
5/21/23,7,1377.826119
5/21/23,8,1507.29657
5/21/23,9,994.973095
5/21/23,10,-179.9615652
5/21/23,11,1165.24581
5/21/23,12,1715.52114
5/21/23,13,958.1156815
5/21/23,14,437.4904878
5/21/23,15,2145.058769
5/21/23,16,982.1646244
5/21/23,17,-468.7185103
5/21/23,18,484.6267503
5/21/23,19,1256.438095
5/21/23,20,-402.0421976
5/21/23,21,628.7417091
5/21/23,22,-994.7389235
5/21/23,23,89.17572358
5/21/23,24,1018.092616
5/22/23,1,991.1211452
5/22/23,2,784.1425815
5/22/23,3,175.3309339
5/22/23,4,434.6753972
5/22/23,5,-632.6916644
5/22/23,6,-883.353092
5/22/23,7,-594.7920919
5/22/23,8,-840.735949
5/22/23,9,-226.8266306
5/22/23,10,1516.357113
5/22/23,11,1137.853171
5/22/23,12,131.2312686
5/22/23,13,389.3601441
5/22/23,14,13.09747949
5/22/23,15,538.2904823
5/22/23,16,-841.2499438
5/22/23,17,791.1270108
5/22/23,18,831.4150868
5/22/23,19,397.0866958
5/22/23,20,1024.154714
5/22/23,21,452.7233746
5/22/23,22,1158.575758
5/22/23,23,2163.298779
5/22/23,24,2213.61664
5/23/23,1,3013.687734
5/23/23,2,2516.772263
5/23/23,3,1747.679253
5/23/23,4,1320.55099
5/23/23,5,1716.980179
5/23/23,6,1359.360598
5/23/23,7,-731.6412599
5/23/23,8,864.8014901
5/23/23,9,-45.54540402
5/23/23,10,-74.24584806
5/23/23,11,-697.3610514
5/23/23,12,919.6329229
5/23/23,13,704.1348932
5/23/23,14,1126.298723
5/23/23,15,173.2558938
5/23/23,16,1547.770777
5/23/23,17,684.4586178
5/23/23,18,970.9226133
5/23/23,19,487.2540348
5/23/23,20,-765.8307158
5/23/23,21,580.6169529
5/23/23,22,-127.8535091
5/23/23,23,1416.502399
5/23/23,24,964.813215
5/24/23,1,1206.90684
5/24/23,2,1305.477727
5/24/23,3,1814.596376
5/24/23,4,468.5450744
5/24/23,5,1792.182338
5/24/23,6,429.8888831
5/24/23,7,-750.4490577
5/24/23,8,-3.490229591
5/24/23,9,-805.8722674
5/24/23,10,727.7392113
5/24/23,11,1125.946736
5/24/23,12,1067.688714
5/24/23,13,1465.699109
5/24/23,14,1868.628782
5/24/23,15,1982.122875
5/24/23,16,3558.772881
5/24/23,17,4479.308912
5/24/23,18,4156.082983
5/24/23,19,4502.481358
5/24/23,20,4770.553111
5/24/23,21,5517.679414
5/24/23,22,7213.252774
5/24/23,23,4452.514612
5/24/23,24,6087.841292
5/25/23,1,5190.708028
5/25/23,2,4940.495326
5/25/23,3,5978.484076
5/25/23,4,5281.828438
5/25/23,5,4058.49196
5/25/23,6,5185.461396
5/25/23,7,4313.526229
5/25/23,8,4463.565258
5/25/23,9,4556.399309
5/25/23,10,4002.796946
5/25/23,11,2845.220435
5/25/23,12,2446.005584
5/25/23,13,3166.270621
5/25/23,14,3802.805058
5/25/23,15,4646.555091
5/25/23,16,4362.376725
5/25/23,17,6143.843104
5/25/23,18,4295.49961
5/25/23,19,4185.277127
5/25/23,20,4352.662232
5/25/23,21,4556.690521
5/25/23,22,4280.438928
5/25/23,23,3937.109311
5/25/23,24,4011.530602
5/26/23,1,4114.67278
5/26/23,2,2672.527001
5/26/23,3,3708.785029
5/26/23,4,2504.037866
5/26/23,5,4398.192563
5/26/23,6,3738.117355
5/26/23,7,3017.455067
5/26/23,8,3596.106076
5/26/23,9,2925.235983
5/26/23,10,3502.963418
5/26/23,11,1123.546555
5/26/23,12,3042.262696
5/26/23,13,1305.206365
5/26/23,14,2904.177982
5/26/23,15,2457.130321
5/26/23,16,2306.153927
5/26/23,17,2796.94706
5/26/23,18,4542.557848
5/26/23,19,3122.294967
5/26/23,20,5239.132005
5/26/23,21,2561.724364
5/26/23,22,4210.980291
5/26/23,23,3572.427187
5/26/23,24,4056.279513
5/27/23,1,4725.76371
5/27/23,2,3401.970676
5/27/23,3,3484.933117
5/27/23,4,4815.905205
5/27/23,5,3389.219961
5/27/23,6,3428.751191
5/27/23,7,2785.352784
5/27/23,8,1277.755742
5/27/23,9,1910.261501
5/27/23,10,538.8848151
5/27/23,12,2027.14962
5/27/23,13,532.7284776
5/27/23,14,2759.090485
5/27/23,15,712.6145746
5/27/23,16,1754.617206
5/27/23,17,1124.328469
5/27/23,18,1596.729677
5/27/23,19,1184.71066
5/27/23,20,1508.218376
5/27/23,21,3710.855237
5/27/23,22,2667.599654
5/27/23,23,3115.635857
5/27/23,24,1159.917411
5/28/23,1,2556.104379
5/28/23,2,2209.206902
5/28/23,3,2943.578301
5/28/23,4,2269.806856
5/28/23,5,1460.466203
5/28/23,6,1873.951829
5/28/23,7,377.8577617
5/28/23,8,1105.421275
5/28/23,9,-497.1018731
5/28/23,10,-386.7425316
5/28/23,11,868.4979354
5/28/23,12,172.4228386
5/28/23,13,842.5851679
5/28/23,14,634.1296618
5/28/23,15,-182.1671779
5/28/23,16,542.2535209
5/28/23,17,1972.683711
5/28/23,18,1383.488422
5/28/23,19,1315.792854
5/28/23,20,259.7598419
5/28/23,21,1568.907333
5/28/23,22,2146.082558
5/28/23,23,2519.606014
5/28/23,24,-114.888268
5/29/23,1,2579.370819
5/29/23,2,1168.559492
5/29/23,3,1572.572147
5/29/23,4,242.3297974
5/29/23,5,-484.0029964
5/29/23,6,380.6051102
5/29/23,7,935.1418815
5/29/23,8,585.2359892
5/29/23,9,834.4817732
5/29/23,10,765.5392863
5/29/23,11,800.7655395
5/29/23,12,2263.086058
5/29/23,13,-999.4717027
5/29/23,14,-152.0463423
5/29/23,15,-1171.589894
5/29/23,16,436.6717477
5/29/23,17,814.7312278
5/29/23,18,-149.3044143
5/29/23,19,1004.607645
5/29/23,20,361.8837272
5/29/23,21,1479.594616
5/29/23,22,1733.920034
5/29/23,23,2530.622617
5/29/23,24,2127.754405
5/30/23,1,2431.919951
5/30/23,2,2707.019425
5/30/23,3,1606.551142
5/30/23,4,1572.848426
5/30/23,5,745.1259787
5/30/23,6,1319.468179
5/30/23,7,-154.4488508
5/30/23,8,2413.267849
5/30/23,9,-381.3656025
5/30/23,10,502.1934576
5/30/23,11,221.3071034
5/30/23,12,-324.868429
5/30/23,13,-490.758703
5/30/23,14,856.9490385
5/30/23,15,-153.8937817
5/30/23,16,189.1259867
5/30/23,17,2081.170298
5/30/23,18,886.642642
5/30/23,19,63.86204644
5/30/23,20,1373.596699
5/30/23,21,1530.670191
5/30/23,22,1626.65524
5/30/23,23,2230.922821
5/30/23,24,2321.34116
5/31/23,1,2197.498043
5/31/23,2,3287.952027
5/31/23,3,2611.813359
5/31/23,4,1644.085006
5/31/23,5,1469.39746
5/31/23,6,1942.025068
5/31/23,7,1767.233976
5/31/23,8,1911.751478
5/31/23,9,-334.7193717
5/31/23,10,902.5177434
5/31/23,11,-423.8686071
5/31/23,12,613.7395318
5/31/23,13,597.1603407
5/31/23,14,1056.789463
5/31/23,15,2166.743758
5/31/23,16,1506.232508
5/31/23,17,1270.418842
5/31/23,18,1397.114914
5/31/23,19,-145.080285
5/31/23,20,1409.135385
5/31/23,21,1370.027613
5/31/23,22,662.3654056
5/31/23,23,1708.019096
5/31/23,24,2401.860742
6/1/23,1,3388.153047
6/1/23,2,1015.475685
6/1/23,3,989.2689715
6/1/23,4,367.7043149
6/1/23,5,-308.7394667
6/1/23,6,-542.597216
6/1/23,7,-46.05333276
6/1/23,8,1.886501586
6/1/23,9,-546.0964328
6/1/23,10,1469.906226
6/1/23,11,-1934.035686
6/1/23,12,915.5447729
6/1/23,13,1443.11894
6/1/23,14,320.9793389
6/1/23,15,1598.969309
6/1/23,16,560.9875232
6/1/23,17,952.6799242
6/1/23,18,1128.833042
6/1/23,19,-749.5395302
6/1/23,20,989.7070143
6/1/23,21,1720.986367
6/1/23,22,249.7385123
6/1/23,23,286.7977285
6/1/23,24,-943.2966502
6/2/23,1,66.32022157
6/2/23,2,119.1213039
6/2/23,3,936.9057183
6/2/23,4,1603.194576
6/2/23,5,52.18036122
6/2/23,6,278.9111659
6/2/23,7,245.2496006
6/2/23,8,-367.3743391
6/2/23,9,375.0435047
6/2/23,10,-32.77084189
6/2/23,11,-138.9704228
6/2/23,12,-146.475753
6/2/23,13,436.2022971
6/2/23,14,1845.191681
6/2/23,15,1103.973207
6/2/23,16,1349.727139
6/2/23,17,2757.2355
6/2/23,18,1180.633469
6/2/23,19,1560.469467
6/2/23,20,1824.339194
6/2/23,21,2423.335406
6/2/23,22,1572.637891
6/2/23,23,3254.039125
6/2/23,24,2799.176145
6/3/23,1,2873.823494
6/3/23,2,4177.243114
6/3/23,3,3566.624189
6/3/23,4,2932.754994
6/3/23,5,1948.45974
6/3/23,6,3101.543065
6/3/23,7,2308.710912
6/3/23,8,1934.630246
6/3/23,9,1942.42647
6/3/23,10,505.3763827
6/3/23,11,408.917594
6/3/23,12,423.6002952
6/3/23,13,457.3115685
6/3/23,14,654.6413804
6/3/23,15,1022.39233
6/3/23,16,3207.186093
6/3/23,17,4452.837207
6/3/23,18,3718.101428
6/3/23,19,3134.495713
6/3/23,20,3060.03788
6/3/23,21,5278.351894
6/3/23,22,4230.40439
6/3/23,23,4450.501965
6/3/23,24,3405.094865
6/4/23,1,4280.845486
6/4/23,2,2021.304467
6/4/23,3,3582.159867
6/4/23,4,2656.301934
6/4/23,5,2685.256714
6/4/23,6,2238.228387
6/4/23,7,4959.076757
6/4/23,8,2494.859477
6/4/23,9,522.0084654
6/4/23,10,528.182901
6/4/23,11,1180.385119
6/4/23,12,1225.8777
6/4/23,13,966.8053263
6/4/23,14,2959.975606
6/4/23,15,2741.339583
6/4/23,16,2298.558734
6/4/23,17,3001.528558
6/4/23,18,2773.492153
6/4/23,19,3458.880905
6/4/23,20,2379.393419
6/4/23,21,2931.957548
6/4/23,22,2770.991755
6/4/23,23,3596.340872
6/4/23,24,3031.062776
6/5/23,1,3708.277619
6/5/23,2,3844.952934
6/5/23,3,4286.942438
6/5/23,4,3628.876724
6/5/23,5,271.5233867
6/5/23,6,2074.629701
6/5/23,7,664.3494816
6/5/23,8,648.1986627
6/5/23,9,-82.70437423
6/5/23,10,-759.6225047
6/5/23,11,305.2838408
6/5/23,12,53.976955
6/5/23,13,1343.999434
6/5/23,14,530.7284943
6/5/23,15,1389.253967
6/5/23,16,221.497172
6/5/23,17,244.5914982
6/5/23,18,888.8011622
6/5/23,19,1408.645828
6/5/23,20,2114.410689
6/5/23,21,725.5796875
6/5/23,22,965.2310261
6/5/23,23,2246.515017
6/5/23,24,1189.283943
6/6/23,1,-1329.082867
6/6/23,2,299.8127994
6/6/23,3,746.9890098
6/6/23,4,921.9481951
6/6/23,5,1370.700959
6/6/23,6,887.59506
6/6/23,7,470.8750785
6/6/23,8,700.0842895
6/6/23,9,1335.082192
6/6/23,10,1557.728327
6/6/23,11,1666.194994
6/6/23,12,2550.019706
6/6/23,13,2694.807937
6/6/23,14,2587.76094
6/6/23,15,4194.857603
6/6/23,16,2220.232607
6/6/23,17,3255.902493
6/6/23,18,3396.679159
6/6/23,19,3189.500085
6/6/23,20,1877.40499
6/6/23,21,1623.086569
6/6/23,22,1138.318764
6/6/23,23,330.9991319
6/6/23,24,1903.659311
6/7/23,1,2705.09021
6/7/23,2,1280.958784
6/7/23,3,1308.53057
6/7/23,4,472.8090603
6/7/23,5,-1018.651929
6/7/23,6,-7.824376082
6/7/23,7,973.7057263
6/7/23,8,1146.011615
6/7/23,9,1435.859593
6/7/23,10,-959.9476605
6/7/23,11,-167.368255
6/7/23,12,1560.528605
6/7/23,13,-214.042246
6/7/23,14,311.9239435
6/7/23,15,798.871835
6/7/23,16,946.0516881
6/7/23,17,2764.873581
6/7/23,18,1653.870264
6/7/23,19,2884.173214
6/7/23,20,2577.662633
6/7/23,21,4123.764508
6/7/23,22,2659.021831
6/7/23,23,2880.416441
6/7/23,24,5060.236766
6/8/23,2,2495.315452
6/8/23,3,1950.487493
6/8/23,4,300.3602308
6/8/23,5,975.0431366
6/8/23,6,771.0956939
6/8/23,7,154.8315277
6/8/23,8,105.2438521
6/8/23,9,415.7391125
6/8/23,10,-516.272097
6/8/23,11,-474.9523456
6/8/23,12,96.66517381
6/8/23,13,589.740328
6/8/23,14,-534.9652872
6/8/23,15,-372.1703555
6/8/23,16,1260.671273
6/8/23,17,2007.925712
6/8/23,18,1674.660675
6/8/23,19,2122.57106
6/8/23,20,1530.662205
6/8/23,21,2033.834223
6/8/23,22,1931.639529
6/8/23,23,4847.318381
6/8/23,24,2335.611592
6/9/23,1,1813.143998
6/9/23,2,1637.055659
6/9/23,3,1604.651742
6/9/23,4,1044.989646
6/9/23,5,1100.557987
6/9/23,6,634.9528241
6/9/23,7,-260.9024742
6/9/23,8,2306.523335
6/9/23,9,491.5881539
6/9/23,10,597.3754177
6/9/23,11,574.509755
6/9/23,12,-176.9043783
6/9/23,13,659.2101034
6/9/23,14,-456.770241
6/9/23,15,443.0541619
6/9/23,16,1429.689997
6/9/23,17,955.7150045
6/9/23,18,287.2190971
6/9/23,19,262.6611412
6/9/23,20,97.78187661
6/9/23,21,1001.297284
6/9/23,22,459.3035712
6/9/23,23,-795.5619291
6/9/23,24,-324.8234937
6/10/23,1,986.6554688
6/10/23,2,2396.502842
6/10/23,3,2274.346956
6/10/23,4,5.85661525
6/10/23,5,674.8900284
6/10/23,6,2497.163626
6/10/23,7,533.9881949
6/10/23,8,1076.795616
6/10/23,9,1011.64894
6/10/23,10,433.7821583
6/10/23,11,1005.449848
6/10/23,12,813.9819574
6/10/23,13,271.3833354
6/10/23,14,547.5439681
6/10/23,15,-147.9527398
6/10/23,16,1302.903851
6/10/23,17,1064.850095
6/10/23,18,-489.4516938
6/10/23,19,289.0119809
6/10/23,20,-435.2281703
6/10/23,21,1276.019442
6/10/23,22,979.3647308
6/10/23,23,663.8101547
6/10/23,24,2043.911014
6/11/23,1,2315.152579
6/11/23,2,1775.267767
6/11/23,3,2421.994688
6/11/23,4,2041.917183
6/11/23,5,2160.578036
6/11/23,6,3155.353781
6/11/23,7,1853.97327
6/11/23,8,3078.765512
6/11/23,9,1449.31811
6/11/23,10,2028.596494
6/11/23,11,3920.890131
6/11/23,12,3174.326215
6/11/23,13,3458.651653
6/11/23,14,3185.860193
6/11/23,15,3610.360222
6/11/23,16,1795.136031
6/11/23,17,3903.029216
6/11/23,18,6279.749126
6/11/23,19,5055.823078
6/11/23,20,6009.64208
6/11/23,21,5863.985196
6/11/23,22,5526.391897
6/11/23,23,4991.233562
6/11/23,24,5666.678737
6/12/23,1,3904.156286
6/12/23,2,4232.275825
6/12/23,3,4344.942121
6/12/23,4,3114.815974
6/12/23,5,3518.555315
6/12/23,6,2080.054449
6/12/23,7,2173.632603
6/12/23,8,1856.432429
6/12/23,9,1852.13618
6/12/23,10,3641.288923
6/12/23,11,3424.75802
6/12/23,12,4306.104673
6/12/23,13,3914.042653
6/12/23,14,3537.682645
6/12/23,15,3842.939581
6/12/23,16,3677.566145
6/12/23,17,3908.1416
6/12/23,18,4337.457544
6/12/23,19,2491.095625
6/12/23,20,4402.357227
6/12/23,21,3002.012261
6/12/23,22,2438.42766
6/12/23,23,1837.035931
6/12/23,24,2272.093274
6/13/23,1,4016.642239
6/13/23,2,3074.224395
6/13/23,3,3783.323348
6/13/23,4,4603.675304
6/13/23,5,4475.996852
6/13/23,6,4378.803316
6/13/23,7,5270.718381
6/13/23,8,3182.782823
6/13/23,9,1273.645851
6/13/23,10,3085.512511
6/13/23,11,3100.648388
6/13/23,12,2328.154408
6/13/23,13,3926.023377
6/13/23,14,3366.16142
6/13/23,15,3745.738991
6/13/23,16,5121.422371
6/13/23,17,5306.386174
6/13/23,18,5082.828491
6/13/23,19,4284.6008
6/13/23,20,4809.324423
6/13/23,21,3383.013389
6/13/23,22,4912.041961
6/13/23,23,4411.645051
6/13/23,24,4405.804701
6/14/23,1,4560.79847
