Date,HE,MW
9/7/23,13,373.3935919
9/7/23,14,654.2193841
9/7/23,15,1530.276537
9/7/23,16,1342.486593
9/7/23,17,1853.402931
9/7/23,18,184.815133
9/7/23,19,696.7931807
9/7/23,20,212.3602758
9/7/23,21,171.3898608
9/7/23,22,384.2156319
9/7/23,23,1237.614608
9/7/23,24,-670.3863299
9/8/23,1,161.431805
9/8/23,2,0.586417421
9/8/23,3,-293.1425152
9/8/23,4,367.3382946
9/8/23,5,347.2437772
9/8/23,6,240.9994224
9/8/23,7,1441.355628
9/8/23,8,702.9755399
9/8/23,9,1734.609203
9/8/23,10,204.1375482
9/8/23,11,-1018.568976
9/8/23,12,548.0691332
9/8/23,13,315.3825004
9/8/23,14,175.7721726
9/8/23,15,249.5096782
9/8/23,16,-106.2399884
9/8/23,17,514.2489673
9/8/23,18,710.9642194
9/8/23,19,1334.411104
9/8/23,20,712.724532
9/8/23,21,160.0085645
9/8/23,22,970.9962057
9/8/23,23,43.03749223
9/8/23,24,920.3447906
9/9/23,1,368.7597847
9/9/23,2,-48.50566364
9/9/23,3,80.47320186
9/9/23,4,561.4763628
9/9/23,5,1939.372053
9/9/23,6,2059.533283
9/9/23,7,1622.09709
9/9/23,8,1422.02663
9/9/23,9,1234.15481
9/9/23,10,1239.329753
9/9/23,11,1234.503916
9/9/23,12,-635.965016
9/9/23,13,-171.8923863
9/9/23,14,-710.8910814
9/9/23,15,431.2090432
9/9/23,16,1141.689242
9/9/23,17,-435.9887066
9/9/23,18,682.5230043
9/9/23,19,982.1193441
9/9/23,20,471.7777365
9/9/23,21,679.3154626
9/9/23,22,225.1787176
9/9/23,23,653.008785
9/9/23,24,1568.580977
9/10/23,1,2118.554519
9/10/23,2,596.8033524
9/10/23,3,73.36035615
9/10/23,4,-21.20453181
9/10/23,5,-1002.073167
9/10/23,6,514.1260679
9/10/23,7,729.2906774
9/10/23,8,-96.59154292
9/10/23,9,97.54008907
9/10/23,10,-778.8840007
9/10/23,11,-578.0353164
9/10/23,12,-434.5272531
9/10/23,13,372.1246395
9/10/23,14,542.4484992
9/10/23,15,-319.4626881
9/10/23,16,936.0657707
9/10/23,17,968.462298
9/10/23,18,-569.8926327
9/10/23,19,400.0196993
9/10/23,20,-845.2695533
9/10/23,21,-489.2617463
9/10/23,22,1468.494466
9/10/23,23,-1740.189632
9/10/23,24,-40.58563186
9/11/23,1,-645.1525713
9/11/23,2,1455.461124
9/11/23,3,1569.523339
9/11/23,4,938.7657835
9/11/23,5,1278.681235
9/11/23,6,1215.51655
9/11/23,7,1193.637898
9/11/23,8,1230.7219
9/11/23,9,240.1681643
9/11/23,10,-276.3669524
9/11/23,11,912.5991332
9/11/23,12,160.2087458
9/11/23,13,526.3705409
9/11/23,14,-1325.570359
9/11/23,15,996.3802131
9/11/23,16,309.682112
9/11/23,17,654.3471771
9/11/23,18,417.0600298
9/11/23,19,400.3476623
9/11/23,20,1228.990015
9/11/23,21,-174.7652034
9/11/23,22,69.26174015
9/11/23,23,641.1696871
9/11/23,24,-192.4716763
9/12/23,1,-293.2825149
9/12/23,2,16.6185687
9/12/23,3,747.7871854
9/12/23,4,305.3373538
9/12/23,5,294.7148382
9/12/23,6,577.6176279
9/12/23,7,791.4596211
9/12/23,8,602.6591614
9/12/23,9,-346.3937999
9/12/23,10,672.121624
9/12/23,11,-855.7599332
9/12/23,12,304.7034757
9/12/23,13,-1274.830441
9/12/23,14,-66.92972414
9/12/23,15,1519.63243
9/12/23,16,1009.405352
9/12/23,17,1170.959948
9/12/23,18,1284.285364
9/12/23,19,1936.364765
9/12/23,20,319.2686229
9/12/23,21,93.7078885
9/12/23,22,-299.6965167
9/12/23,23,393.0701102
9/12/23,24,-1144.299329
9/13/23,1,-762.6566923
9/13/23,2,389.9693703
9/13/23,3,592.5160177
9/13/23,4,660.5194212
9/13/23,5,-233.1269742
9/13/23,6,-59.22488987
9/13/23,7,417.3934426
9/13/23,8,885.7620861
9/13/23,9,500.3416045
9/13/23,11,127.8944774
9/13/23,12,346.2659602
9/13/23,13,-718.7739176
9/13/23,14,247.2250984
9/13/23,15,1167.564445
9/13/23,16,533.4320853
9/13/23,17,506.3043687
9/13/23,18,1654.903389
9/13/23,19,749.0366113
9/13/23,20,-57.47605375
9/13/23,21,587.9647375
9/13/23,22,-243.1024034
9/13/23,23,435.0650637
9/13/23,24,2108.779397
9/14/23,1,-262.3030787
9/14/23,2,2440.669589
9/14/23,3,1508.685144
9/14/23,4,-1033.546218
9/14/23,5,1048.628854
9/14/23,6,963.4612616
9/14/23,7,-402.9954949
9/14/23,8,416.2234701
9/14/23,9,-129.0970886
9/14/23,10,1093.306136
9/14/23,11,-73.85511724
9/14/23,12,-194.2345187
9/14/23,13,-755.3351828
9/14/23,14,305.5849501
9/14/23,15,890.8881954
9/14/23,16,-8.989067761
9/14/23,17,942.0055905
9/14/23,18,-819.2867575
9/14/23,19,305.9924971
9/14/23,20,931.1270693
9/14/23,21,138.2535469
9/14/23,22,1422.240109
9/14/23,23,1559.844178
9/14/23,24,1253.369308
9/15/23,1,788.2905044
9/15/23,2,750.5225463
9/15/23,3,1955.648409
9/15/23,4,1221.448987
9/15/23,5,2171.127579
9/15/23,6,136.0029924
9/15/23,7,335.9604834
9/15/23,8,1349.265712
9/15/23,9,1041.153962
9/15/23,10,651.2633955
9/15/23,11,-950.6714043
9/15/23,12,903.6151318
9/15/23,13,-957.3586966
9/15/23,14,-1223.070662
9/15/23,15,-681.6161214
9/15/23,16,733.910206
9/15/23,17,778.3881028
9/15/23,18,-300.2511929
9/15/23,19,467.9478737
9/15/23,20,515.3482206
9/15/23,21,83.34396714
9/15/23,22,1096.396879
9/15/23,23,1464.427221
9/15/23,24,1139.496385
9/16/23,1,974.4362733
9/16/23,2,1943.655037
9/16/23,3,1804.253602
9/16/23,4,134.3240429
9/16/23,5,1272.291504
9/16/23,6,1242.098345
9/16/23,7,2103.248301
9/16/23,8,1572.428787
9/16/23,9,187.273006
9/16/23,10,775.4636307
9/16/23,12,103.1312986
9/16/23,13,352.6939948
9/16/23,14,-2524.22367
9/16/23,15,-626.798923
9/16/23,16,-553.5569622
9/16/23,17,367.9474942
9/16/23,18,-749.5258153
9/16/23,19,-1163.525714
9/16/23,20,811.3131137
9/16/23,21,-20.7866424
9/16/23,22,1521.668863
9/16/23,23,276.8334667
9/16/23,24,1715.686136
9/17/23,1,-8.73423493
9/17/23,2,378.6498456
9/17/23,3,-234.5734058
9/17/23,4,221.2811052
9/17/23,5,921.6923324
9/17/23,6,-184.1953877
9/17/23,7,1544.757143
9/17/23,8,1287.592967
9/17/23,9,94.0081202
9/17/23,10,657.8557716
9/17/23,11,285.4798408
9/17/23,12,334.8667788
9/17/23,13,921.2122789
9/17/23,14,1446.874809
9/17/23,15,1659.795776
9/17/23,16,685.1000745
9/17/23,17,1430.644716
9/17/23,18,1649.193641
9/17/23,19,379.115334
9/17/23,20,2740.372608
9/17/23,21,3380.467476
9/17/23,22,221.7923957
9/17/23,23,1090.093292
9/17/23,24,1341.219087
9/18/23,1,1466.595374
9/18/23,2,-188.1023047
9/18/23,3,1312.766565
9/18/23,4,435.6359184
9/18/23,5,743.1714807
9/18/23,6,583.6738184
9/18/23,7,-681.1984746
9/18/23,8,390.5984969
9/18/23,9,-320.192197
9/18/23,10,472.8784779
9/18/23,11,548.9876163
9/18/23,12,1080.886351
9/18/23,13,-70.12075824
9/18/23,14,212.5678996
9/18/23,15,1009.578096
9/18/23,16,-18.72499091
9/18/23,17,834.7232103
9/18/23,18,374.2349268
9/18/23,19,-508.3666605
9/18/23,20,107.3113337
9/18/23,21,1263.769768
9/18/23,22,569.1299131
9/18/23,23,1707.766959
9/18/23,24,2356.22283
9/19/23,1,575.9491692
9/19/23,2,1693.100198
9/19/23,3,464.8907348
9/19/23,4,2486.615432
9/19/23,5,3555.388405
9/19/23,6,3114.609881
9/19/23,7,2012.872769
9/19/23,8,2031.058699
9/19/23,9,3729.906355
9/19/23,10,3324.446046
9/19/23,11,642.6475607
9/19/23,12,2706.342288
9/19/23,13,1810.923503
9/19/23,14,2304.348957
9/19/23,15,2338.238139
9/19/23,16,1523.059111
9/19/23,17,1344.290025
9/19/23,18,3649.660786
9/19/23,19,1769.635821
9/19/23,20,3050.172398
9/19/23,21,5281.333356
9/19/23,22,4080.728014
9/19/23,23,3940.844954
9/19/23,24,3917.654646
9/20/23,1,4283.547062
9/20/23,2,3576.168585
9/20/23,3,3814.412308
9/20/23,4,3870.795859
9/20/23,5,4083.010428
9/20/23,6,3768.116401
9/20/23,7,3604.775069
9/20/23,8,2866.185832
9/20/23,9,1751.843513
9/20/23,10,1148.981486
9/20/23,11,1012.001151
9/20/23,12,387.20776
9/20/23,13,12.46300848
9/20/23,14,797.4241086
9/20/23,15,249.8366024
9/20/23,16,1328.236336
9/20/23,17,-421.3539297
9/20/23,18,-1562.316461
9/20/23,19,423.651644
9/20/23,20,1261.426095
9/20/23,21,1454.313621
9/20/23,22,1508.427478
9/20/23,23,1445.520235
9/20/23,24,953.4413225
9/21/23,1,2779.8083
9/21/23,2,1603.01961
9/21/23,3,2021.96411
9/21/23,4,2519.31152
9/21/23,5,1242.718482
9/21/23,6,2073.571454
9/21/23,7,2039.817859
9/21/23,8,2540.930185
9/21/23,9,1461.702601
9/21/23,10,1315.970375
9/21/23,11,1310.49853
9/21/23,12,591.892255
9/21/23,13,369.2650215
9/21/23,14,1296.952765
9/21/23,15,1712.13419
9/21/23,16,801.4252138
9/21/23,17,535.3515856
9/21/23,18,226.7031419
9/21/23,19,939.630621
9/21/23,20,139.1421539
9/21/23,21,2226.444512
9/21/23,23,1735.758045
9/21/23,24,1012.490776
9/22/23,1,1636.552973
9/22/23,2,2637.203097
9/22/23,3,2911.775242
9/22/23,4,3291.232321
9/22/23,5,2876.420478
9/22/23,6,2388.352184
9/22/23,7,4053.279259
9/22/23,8,2818.593577
9/22/23,9,3288.699825
9/22/23,10,1675.377805
9/22/23,11,1979.745445
9/22/23,12,3149.853662
9/22/23,13,1670.174771
9/22/23,14,2093.774209
9/22/23,15,1920.136203
9/22/23,16,1935.230749
9/22/23,17,709.035143
9/22/23,18,2453.882028
9/22/23,19,1914.758159
9/22/23,20,1853.67997
9/22/23,21,2742.587447
9/22/23,22,3270.158165
9/22/23,23,4780.819218
9/22/23,24,4230.752911
9/23/23,1,4852.982958
9/23/23,2,4617.35577
9/23/23,3,4371.376172
9/23/23,4,4041.948589
9/23/23,5,2580.459351
9/23/23,6,2204.713535
9/23/23,7,3844.0403
9/23/23,8,2253.923879
9/23/23,9,3412.169382
9/23/23,10,2505.149125
9/23/23,11,1136.660243
9/23/23,12,550.8584049
9/23/23,13,3659.857233
9/23/23,14,2329.767672
9/23/23,15,3755.222809
9/23/23,16,3509.955543
9/23/23,17,3391.163204
9/23/23,18,2760.786742
9/23/23,19,3977.287318
9/23/23,20,3353.680738
9/23/23,21,5059.196738
9/23/23,22,5239.556542
9/23/23,23,6502.480926
9/23/23,24,5961.635781
9/24/23,1,4896.352533
9/24/23,2,6189.967662
9/24/23,3,7035.54411
9/24/23,4,4768.976891
9/24/23,5,4187.344585
9/24/23,6,3654.660266
9/24/23,7,4226.982771
9/24/23,8,3037.895632
9/24/23,9,3763.165156
9/24/23,10,3268.988085
9/24/23,12,-345.741917
9/24/23,13,1385.042812
9/24/23,14,15.63716496
9/24/23,15,1675.838219
9/24/23,16,1802.82043
9/24/23,17,1988.355415
9/24/23,18,1972.491772
9/24/23,19,2052.141261
9/24/23,20,1857.554495
9/24/23,21,2121.386201
9/24/23,22,3952.886452
9/24/23,23,2158.35364
9/24/23,24,1809.012388
9/25/23,1,1286.728591
9/25/23,2,1761.021791
9/25/23,3,1550.697675
9/25/23,4,915.4956673
9/25/23,5,850.7008491
9/25/23,6,-345.6819752
9/25/23,7,1668.237832
9/25/23,8,-24.64981637
9/25/23,9,1534.101342
9/25/23,10,1276.279791
9/25/23,11,222.464989
9/25/23,12,-474.5416696
9/25/23,13,-396.0531919
9/25/23,14,-197.8696634
9/25/23,15,-907.6751587
9/25/23,16,965.937805
9/25/23,17,1832.318976
9/25/23,18,661.6110996
9/25/23,19,17.82316756
9/25/23,20,-744.3046985
9/25/23,21,689.4882144
9/25/23,22,1798.279966
9/25/23,23,3148.960083
9/25/23,24,3448.893178
9/26/23,1,2965.253266
9/26/23,2,2254.719207
9/26/23,3,1256.037726
9/26/23,4,2388.146853
9/26/23,5,1287.597194
9/26/23,6,2611.219878
9/26/23,7,1421.678216
9/26/23,8,1354.915014
9/26/23,9,2387.124768
9/26/23,10,742.3398089
9/26/23,11,825.3468621
9/26/23,12,757.3767551
9/26/23,13,1441.083421
9/26/23,14,1425.970707
9/26/23,15,-1244.678624
9/26/23,16,1846.956809
9/26/23,17,1575.66319
9/26/23,18,1550.074057
9/26/23,19,623.5887932
9/26/23,20,1747.028044
9/26/23,21,2322.932221
9/26/23,22,1624.19528
9/26/23,23,4346.03923
9/26/23,24,3204.786902
9/27/23,2,2181.543489
9/27/23,3,2009.547098
9/27/23,4,1843.663479
9/27/23,5,2217.552376
9/27/23,6,1743.490324
9/27/23,7,2606.746455
9/27/23,8,2647.236822
9/27/23,9,338.4822365
9/27/23,10,1815.548067
9/27/23,11,234.4546108
9/27/23,12,1166.947804
9/27/23,13,390.3769124
9/27/23,14,1008.157638
9/27/23,15,1047.213537
9/27/23,16,92.56954229
9/27/23,17,360.3594805
9/27/23,18,456.3128709
9/27/23,19,876.3617507
9/27/23,20,2153.339185
9/27/23,21,1946.326307
9/27/23,22,1390.32646
9/27/23,23,1592.145618
9/27/23,24,1907.780964
9/28/23,1,907.8024565
9/28/23,2,2713.081297
9/28/23,3,790.4250119
9/28/23,4,1242.683772
9/28/23,5,1304.065876
9/28/23,6,1767.353265
9/28/23,7,1023.271888
9/28/23,8,255.7827616
9/28/23,9,218.4198343
9/28/23,10,-274.8709226
9/28/23,11,-91.15624052
9/28/23,12,2384.069015
9/28/23,13,745.5364826
9/28/23,14,649.2649559
9/28/23,15,3.796252258
9/28/23,16,881.6799057
9/28/23,17,390.7958157
9/28/23,18,-1281.199681
9/28/23,19,964.7618603
9/28/23,20,1910.12746
9/28/23,21,1550.558037
9/28/23,22,2577.883502
9/28/23,23,978.5615792
9/28/23,24,902.0549776
9/29/23,1,951.7059071
9/29/23,2,46.80148455
9/29/23,3,1753.911443
9/29/23,4,1655.414472
9/29/23,5,413.2539982
9/29/23,6,-839.0599336
9/29/23,7,-57.24065178
9/29/23,8,-328.8196225
9/29/23,9,599.2063801
9/29/23,10,-1083.576562
9/29/23,11,597.0911075
9/29/23,12,177.7810478
9/29/23,13,-402.1329258
9/29/23,14,-169.2618145
9/29/23,15,-1064.088873
9/29/23,16,435.399834
9/29/23,17,362.5127371
9/29/23,18,-809.8738109
9/29/23,19,-214.1883962
9/29/23,20,221.7251525
9/29/23,21,1264.446986
9/29/23,22,2460.822341
9/29/23,23,2526.671401
9/29/23,24,2092.142234
9/30/23,1,1668.263455
9/30/23,2,1795.603926
9/30/23,3,2539.047041
9/30/23,4,1190.029608
9/30/23,5,2190.552285
9/30/23,6,1307.873327
9/30/23,7,1439.330746
9/30/23,8,1649.576244
9/30/23,9,522.2682286
9/30/23,10,3.069379125
9/30/23,11,533.7074817
9/30/23,12,403.1503342
9/30/23,13,975.26921
9/30/23,14,513.1471211
9/30/23,15,140.608528
9/30/23,16,675.3506215
9/30/23,17,531.5513866
9/30/23,18,308.3440128
9/30/23,19,835.3898165
9/30/23,20,96.27993423
9/30/23,21,1186.12866
9/30/23,22,1925.569903
9/30/23,23,1885.529528
9/30/23,24,1622.808802
10/1/23,1,542.1955115
10/1/23,2,2755.597592
10/1/23,3,811.4160948
10/1/23,4,959.8402186
10/1/23,5,1560.74122
10/1/23,6,2366.824947
10/1/23,7,792.4705788
10/1/23,8,820.2822949
10/1/23,9,1372.032119
10/1/23,10,-212.9765655
10/1/23,11,775.5945958
10/1/23,12,154.4656508
10/1/23,13,-311.6775878
10/1/23,14,-40.35632979
10/1/23,15,1850.559348
10/1/23,16,391.3155911
10/1/23,17,435.2028376
10/1/23,18,-328.7422193
10/1/23,19,-740.9722239
10/1/23,20,874.6728211
10/1/23,21,694.5478834
10/1/23,22,457.1995112
10/1/23,23,-27.40168578
10/1/23,24,579.0824318
10/2/23,1,416.5139554
10/2/23,2,1091.804482
10/2/23,3,-665.9356492
10/2/23,4,1416.180764
10/2/23,5,868.3616712
10/2/23,6,281.7941914
10/2/23,7,1140.52187
10/2/23,8,521.4330393
10/2/23,9,277.7752193
10/2/23,10,1039.576001
10/2/23,11,-227.3770935
10/2/23,12,-1162.256581
10/2/23,13,573.7257664
10/2/23,14,-677.437749
10/2/23,15,-834.5522374
10/2/23,16,478.7256357
10/2/23,17,2137.846733
10/2/23,18,98.43324413
10/2/23,19,-449.8378135
10/2/23,20,1697.590291
10/2/23,21,-343.5748521
10/2/23,22,1877.249299
10/2/23,23,1554.797886
10/2/23,24,1967.03618
10/3/23,1,2274.82344
10/3/23,2,2268.846299
10/3/23,3,2309.130728
10/3/23,4,2658.190599
10/3/23,5,1091.218102
10/3/23,6,-237.6666193
10/3/23,7,-1338.537076
10/3/23,8,1385.539486
10/3/23,9,-489.9584268
10/3/23,10,368.3271756
10/3/23,11,436.6721945
10/3/23,12,438.6544672
10/3/23,13,1527.564944
10/3/23,14,649.0458626
10/3/23,15,1257.763868
10/3/23,16,1618.221306
10/3/23,17,-28.89937313
10/3/23,18,1193.272897
10/3/23,19,387.4457954
10/3/23,20,847.6809644
10/3/23,21,1940.315813
10/3/23,22,3135.919859
10/3/23,23,3683.166748
10/3/23,24,4005.171567
10/4/23,1,3169.264737
10/4/23,2,3090.664492
10/4/23,3,3578.507984
10/4/23,4,4124.590158
10/4/23,5,3210.508668
10/4/23,6,3675.986488
10/4/23,7,3163.696211
10/4/23,8,3587.186741
10/4/23,9,2362.618014
10/4/23,10,2433.326877
10/4/23,11,2814.273869
10/4/23,12,3706.558796
10/4/23,13,4505.570397
10/4/23,14,4237.858303
10/4/23,15,3819.631096
10/4/23,16,4071.60396
10/4/23,17,3232.369128
10/4/23,18,2716.567066
10/4/23,19,3351.981519
10/4/23,20,1405.160879
10/4/23,21,2863.240536
10/4/23,22,4187.701979
10/4/23,23,3495.756147
10/4/23,24,3818.190257
10/5/23,1,3127.055927
10/5/23,2,3299.601813
10/5/23,3,3402.300996
10/5/23,4,3702.756534
10/5/23,5,2251.135281
10/5/23,6,2528.26115
10/5/23,7,1782.601026
10/5/23,8,1781.051314
10/5/23,9,1819.425619
10/5/23,10,2363.344821
10/5/23,11,2722.166566
10/5/23,12,2598.839704
10/5/23,13,1442.778143
10/5/23,14,1317.367453
10/5/23,15,600.1302923
10/5/23,16,2648.116888
10/5/23,17,2930.642917
10/5/23,18,2879.54933
10/5/23,19,757.5804164
10/5/23,20,2814.281446
10/5/23,21,2054.51407
10/5/23,22,4250.976656
10/5/23,23,3748.135216
10/5/23,24,5410.482576
10/6/23,1,5065.237543
10/6/23,2,2918.450921
10/6/23,3,3933.50524
10/6/23,4,2972.259688
10/6/23,5,2782.650132
10/6/23,6,2915.230953
10/6/23,7,4160.16037
10/6/23,8,3689.071175
10/6/23,9,1792.793372
10/6/23,10,2298.562522
10/6/23,11,2215.465441
10/6/23,12,963.3351702
10/6/23,13,4281.899747
10/6/23,14,4674.48231
10/6/23,15,4030.706505
10/6/23,16,6551.886375
10/6/23,17,6379.194882
10/6/23,18,6346.900812
10/6/23,19,6385.906109
10/6/23,20,6271.957601
10/6/23,21,7043.826803
10/6/23,22,5726.420318
10/6/23,23,4831.694498
10/6/23,24,4672.599946
10/7/23,1,4787.615394
10/7/23,2,4597.729185
10/7/23,3,5366.02909
10/7/23,4,5395.807565
10/7/23,5,5018.251228
10/7/23,6,6241.030368
10/7/23,7,4648.628092
10/7/23,8,5526.584376
10/7/23,9,5329.723024
10/7/23,10,4851.925562
10/7/23,11,4106.064438
10/7/23,12,5496.574439
10/7/23,13,6422.056557
10/7/23,14,6035.374061
10/7/23,15,5950.586099
10/7/23,16,6849.906787
10/7/23,17,6432.491883
10/7/23,18,6146.125326
10/7/23,19,4553.821388
10/7/23,20,3718.166664
10/7/23,21,3458.527688
10/7/23,22,4027.459182
10/7/23,23,3701.381468
10/7/23,24,2743.151067
10/8/23,1,2496.954961
10/8/23,2,2471.404181
10/8/23,3,1857.700825
10/8/23,4,2181.017123
10/8/23,5,1069.563421
10/8/23,6,3572.670312
10/8/23,7,1296.527844
10/8/23,8,1113.52799
10/8/23,9,2203.72872
10/8/23,10,2455.323331
10/8/23,11,1922.62149
10/8/23,12,2048.409536
10/8/23,13,1725.721785
10/8/23,14,3583.999617
10/8/23,15,2871.597027
10/8/23,16,1613.495085
10/8/23,17,2951.842783
10/8/23,18,2580.570293
10/8/23,19,1585.571652
10/8/23,20,771.4288986
10/8/23,21,1553.45457
10/8/23,22,2453.048958
10/8/23,23,2165.009385
10/8/23,24,544.8908935
10/9/23,1,1053.012992
10/9/23,2,1336.016385
10/9/23,3,1501.308192
10/9/23,4,1245.870854
10/9/23,5,1150.617264
10/9/23,6,2511.702629
10/9/23,7,1264.837039
10/9/23,8,1783.047645
10/9/23,9,1099.348413
10/9/23,10,1359.907975
10/9/23,11,536.6838585
10/9/23,12,1605.82371
10/9/23,13,1459.088055
10/9/23,14,2261.841737
10/9/23,15,2881.09449
10/9/23,16,3852.834268
10/9/23,17,3477.957571
10/9/23,18,3523.839479
10/9/23,19,1132.166602
10/9/23,20,1821.246253
10/9/23,21,1839.846707
10/9/23,22,839.6406136
10/9/23,23,856.4629729
10/9/23,24,521.7306389
10/10/23,1,2056.58544
10/10/23,2,690.8514074
10/10/23,4,2886.559594
10/10/23,5,3007.102797
10/10/23,6,2394.613672
10/10/23,7,1197.123056
10/10/23,8,1356.017513
10/10/23,9,2369.426167
10/10/23,10,1257.905269
10/10/23,11,1189.08478
10/10/23,12,2555.357103
10/10/23,13,4945.90858
10/10/23,14,4789.062246
10/10/23,15,3242.556306
10/10/23,16,3885.429066
10/10/23,17,3177.917381
10/10/23,18,3348.195841
10/10/23,19,3109.84058
10/10/23,20,-326.0086358
10/10/23,21,1033.660326
10/10/23,22,1864.757931
10/10/23,23,2308.828227
10/10/23,24,737.9940266
10/11/23,1,593.0441778
10/11/23,2,1274.984616
10/11/23,3,1278.766661
10/11/23,4,741.1076858
10/11/23,5,1266.219217
10/11/23,6,154.0425006
10/11/23,7,1667.046108
10/11/23,8,635.0115432
10/11/23,10,1427.704265
10/11/23,11,-437.8946736
10/11/23,12,-494.6956535
10/11/23,13,1432.163298
10/11/23,14,1037.735892
10/11/23,15,2704.360123
10/11/23,16,790.8110497
10/11/23,17,1492.540848
10/11/23,18,2287.577053
10/11/23,19,618.285694
10/11/23,20,944.7806644
10/11/23,21,2301.101296
10/11/23,22,3632.094994
10/11/23,23,4227.499529
10/11/23,24,3655.858629
10/12/23,1,4376.366898
10/12/23,2,2430.850293
10/12/23,3,2243.850194
10/12/23,4,3809.972437
10/12/23,5,1612.553175
10/12/23,6,1195.216773
10/12/23,7,3604.628217
10/12/23,8,2042.391289
10/12/23,9,2565.470892
10/12/23,10,550.106263
10/12/23,11,485.0636255
10/12/23,12,1781.936806
10/12/23,13,512.7617321
10/12/23,14,340.1869371
10/12/23,16,2262.298822
10/12/23,17,1339.126184
10/12/23,18,2615.319391
10/12/23,19,2851.377072
10/12/23,20,3671.567426
10/12/23,21,2772.197127
10/12/23,22,4738.697338
10/12/23,23,4684.140614
10/12/23,24,5286.792774
10/13/23,1,5952.123444
10/13/23,2,4295.539381
10/13/23,3,5104.25156
10/13/23,4,4865.469245
10/13/23,5,4681.247487
10/13/23,6,3778.118326
10/13/23,7,5023.428474
10/13/23,8,5049.954698
10/13/23,9,4042.717855
10/13/23,10,4741.576297
10/13/23,11,4238.837921
10/13/23,12,2922.890306
10/13/23,13,3210.058949
10/13/23,14,4483.886996
10/13/23,15,3521.568762
10/13/23,16,3409.982286
10/13/23,17,2868.788714
10/13/23,18,3112.510873
10/13/23,19,3080.82245
10/13/23,20,3156.496849
10/13/23,21,2967.59564
10/13/23,22,3536.098504
10/13/23,23,4801.803481
10/13/23,24,4273.782311
10/14/23,1,4215.51676
10/14/23,2,3177.619636
10/14/23,3,2725.774297
10/14/23,4,3684.80032
10/14/23,5,3223.245095
10/14/23,6,2448.625981
10/14/23,7,2622.511256
10/14/23,8,2531.091489
10/14/23,9,3321.370658
10/14/23,10,3182.626316
10/14/23,11,3669.571415
10/14/23,12,5507.993705
10/14/23,13,4905.759494
10/14/23,14,5053.172043
10/14/23,15,5623.045442
10/14/23,16,5831.20351
10/14/23,17,6663.425931
10/14/23,18,6181.698649
10/14/23,19,6839.85381
10/14/23,20,4429.76545
10/14/23,21,3621.053971
10/14/23,22,3741.938637
10/14/23,23,5781.440626
10/14/23,24,4804.76739
10/15/23,1,5282.279175
10/15/23,2,4120.306719
10/15/23,3,4850.832652
10/15/23,4,4388.457895
10/15/23,5,3964.662362
10/15/23,6,4685.625609
10/15/23,7,3957.51856
10/15/23,8,3542.465972
10/15/23,9,3192.913084
10/15/23,10,2668.149393
10/15/23,11,3548.698337
10/15/23,12,4720.373555
10/15/23,13,4355.278537
10/15/23,14,3239.28307
10/15/23,15,4684.562177
10/15/23,16,5394.289464
10/15/23,17,4693.201379
10/15/23,18,4401.89277
10/15/23,19,3775.44523
10/15/23,20,2332.631036
10/15/23,21,3205.182039
10/15/23,22,3554.716028
10/15/23,23,4628.290649
10/15/23,24,5012.558281
10/16/23,1,4727.133
10/16/23,2,4499.752
10/16/23,3,4187.307
10/16/23,4,3890.397
10/16/23,5,3698.281
10/16/23,6,3574.867
10/16/23,7,3566.741
10/16/23,8,3470.592
10/16/23,9,3153.692
10/16/23,10,2838.092
10/16/23,11,2755.605
10/16/23,12,2505.209
10/16/23,13,2242.083
10/16/23,14,2058.874
10/16/23,15,1911.571
10/16/23,16,1841.894
10/16/23,17,1794.15
10/16/23,18,1755.37
10/16/23,19,1770.396
10/16/23,20,1749.285
10/16/23,21,1641.312
10/16/23,22,1501.281
10/16/23,23,1371.513
10/16/23,24,1223.673
10/17/23,1,857.478
10/17/23,2,738.94
10/17/23,3,682.836
10/17/23,4,677.533
10/17/23,5,682.179
10/17/23,6,664.07
10/17/23,7,665.783
10/17/23,8,633.646
10/17/23,9,563.521
10/17/23,10,504.722
10/17/23,11,527.482
10/17/23,12,551.557
10/17/23,13,576.921
10/17/23,14,556.426
10/17/23,15,505.037
10/17/23,16,467.046
10/17/23,17,440.219
10/17/23,18,470.042
10/17/23,19,576.141
10/17/23,20,680.881
10/17/23,21,873.775
10/17/23,22,1152.735
10/17/23,23,1502.584
10/17/23,24,1878.695
10/18/23,1,2163.444
10/18/23,2,2630.145
10/18/23,3,3001.471
10/18/23,4,3317.176
10/18/23,5,3570.571
10/18/23,6,3756.9
10/18/23,7,3997.117
10/18/23,8,4134.882
10/18/23,9,3901.08
10/18/23,10,3264.26
10/18/23,11,3157.24
10/18/23,12,3650.832
10/18/23,13,4247.489
10/18/23,14,4686.086
10/18/23,15,5000.323
10/18/23,16,5136.658
10/18/23,17,5047.68
10/18/23,18,4903.044
10/18/23,19,4876.582
10/18/23,20,4945.313
10/18/23,21,5066.841
10/18/23,22,5164.339
10/18/23,23,5207.656
10/18/23,24,5197.237
10/19/23,1,4783.056
10/19/23,2,4719.383
10/19/23,3,4436.999
10/19/23,4,4085.877
10/19/23,5,3729.884
10/19/23,6,3321.326
10/19/23,8,2907.224
10/19/23,9,2574.805
10/19/23,10,2383.627
10/19/23,11,2603.569
10/19/23,12,2846.526
10/19/23,13,3287.812
