Date,HE,Area,MW,,,
3/30/23,12,RTO,3356.385,,,
3/30/23,13,RTO,3254.086,,,
3/30/23,14,RTO,3242.736,,,
3/30/23,15,RTO,3730.29,,,
3/30/23,16,RTO,4226.541,,,
3/30/23,17,RTO,4825.236,,,
3/30/23,18,RTO,5328.964,,,
3/30/23,19,RTO,5346.285,,,
3/30/23,20,RTO,5266.266,,,
3/30/23,21,RTO,5617.89,,,
3/30/23,22,RTO,6383.59,,,
3/30/23,23,RTO,6926.038,,,
3/30/23,24,RTO,7461.111,,,
3/31/23,1,RTO,7438.92,,,
3/31/23,2,RTO,7480.527,,,
3/31/23,3,RTO,7542.751,,,
3/31/23,4,RTO,7343.108,,,
3/31/23,5,RTO,7904.59,,,
3/31/23,6,RTO,8276.957,,,
3/31/23,7,RTO,8225.193,,,
3/31/23,8,RTO,8074.134,,,
3/31/23,9,RTO,8100.068,,,
3/31/23,10,RTO,8163.381,,,
3/31/23,11,RTO,8207.691,,,
3/31/23,12,RTO,8320.091,,,
3/31/23,13,RTO,8338.051,,,
3/31/23,14,RTO,7912.72,,,
3/31/23,15,RTO,7673.428,,,
3/31/23,16,RTO,7591.84,,,
3/31/23,17,RTO,7448.526,,,
3/31/23,18,RTO,7833.144,,,
3/31/23,19,RTO,7727.735,,,
3/31/23,20,RTO,8297.016,,,
3/31/23,21,RTO,8019.293,,,
3/31/23,22,RTO,7136.628,,,
3/31/23,23,RTO,6961.413,,,
3/31/23,24,RTO,7802.9,,,
4/1/23,1,RTO,7617.003,,,
4/1/23,2,RTO,6057.389,,,
4/1/23,3,RTO,4935.558,,,
4/1/23,4,RTO,4642.861,,,
4/1/23,5,RTO,4923.972,,,
4/1/23,6,RTO,5565.883,,,
4/1/23,7,RTO,6607.613,,,
4/1/23,8,RTO,7617.219,,,
4/1/23,9,RTO,7738.489,,,
4/1/23,10,RTO,8041.352,,,
4/1/23,11,RTO,7770.001,,,
4/1/23,12,RTO,8107.137,,,
4/1/23,13,RTO,8486.307,,,
4/1/23,14,RTO,8817.289,,,
4/1/23,15,RTO,8657.765,,,
4/1/23,16,RTO,8650.002,,,
4/1/23,17,RTO,8435.061,,,
4/1/23,18,RTO,7729.314,,,
4/1/23,19,RTO,6880.044,,,
4/1/23,20,RTO,5931.688,,,
4/1/23,21,RTO,5159.492,,,
4/1/23,22,RTO,4488.375,,,
4/1/23,23,RTO,4090.489,,,
4/1/23,24,RTO,3291.632,,,
4/2/23,1,RTO,2759.216,,,
4/2/23,2,RTO,2569.28,,,
4/2/23,3,RTO,2531.484,,,
4/2/23,4,RTO,2619.024,,,
4/2/23,5,RTO,2840.283,,,
4/2/23,6,RTO,3150.529,,,
4/2/23,7,RTO,3200.342,,,
4/2/23,8,RTO,3662.499,,,
4/2/23,9,RTO,3598.251,,,
4/2/23,10,RTO,3164.234,,,
4/2/23,11,RTO,3443.058,,,
4/2/23,12,RTO,3682.988,,,
4/2/23,13,RTO,3715.209,,,
4/2/23,14,RTO,3710.33,,,
4/2/23,15,RTO,3817.042,,,
4/2/23,16,RTO,3975.603,,,
4/2/23,17,RTO,4443.772,,,
4/2/23,18,RTO,4497.01,,,
4/2/23,19,RTO,5231.19,,,
4/2/23,20,RTO,5635.777,,,
4/2/23,21,RTO,5993.524,,,
4/2/23,22,RTO,6229.243,,,
4/2/23,23,RTO,6296.602,,,
4/2/23,24,RTO,6413.201,,,
4/3/23,1,RTO,6375.361,,,
4/3/23,2,RTO,6606.764,,,
4/3/23,3,RTO,6536.886,,,
4/3/23,4,RTO,5958.42,,,
4/3/23,5,RTO,5386.947,,,
4/3/23,6,RTO,4639.47,,,
4/3/23,7,RTO,3838.34,,,
4/3/23,8,RTO,3405.883,,,
4/3/23,9,RTO,2750.867,,,
4/3/23,10,RTO,2327.157,,,
4/3/23,11,RTO,1874.654,,,
4/3/23,12,RTO,1558.607,,,
4/3/23,13,RTO,1579.579,,,
4/3/23,14,RTO,1834.572,,,
4/3/23,15,RTO,2309.521,,,
4/3/23,16,RTO,2753.477,,,
4/3/23,17,RTO,2902.131,,,
4/3/23,18,RTO,3353.789,,,
4/3/23,19,RTO,4133.624,,,
4/3/23,20,RTO,4573.194,,,
4/3/23,21,RTO,4823.61,,,
4/3/23,22,RTO,4986.18,,,
4/3/23,23,RTO,5562.65,,,
4/3/23,24,RTO,5626.222,,,
4/4/23,1,RTO,5557.769,,,
4/4/23,2,RTO,4990.622,,,
4/4/23,3,RTO,4326.645,,,
4/4/23,4,RTO,3677.498,,,
4/4/23,5,RTO,3578.07,,,
4/4/23,6,RTO,3624.854,,,
4/4/23,7,RTO,4027.204,,,
4/4/23,8,RTO,4255.765,,,
4/4/23,9,RTO,4139.942,,,
4/4/23,10,RTO,4146.378,,,
4/4/23,11,RTO,4639.966,,,
4/4/23,12,RTO,5010.618,,,
4/4/23,13,RTO,5180.076,,,
4/4/23,14,RTO,5385.114,,,
4/4/23,15,RTO,5660.464,,,
4/4/23,16,RTO,6087.306,,,
4/4/23,17,RTO,6146.552,,,
4/4/23,18,RTO,6182.352,,,
4/4/23,19,RTO,6124.958,,,
4/4/23,20,RTO,6006.337,,,
4/4/23,21,RTO,6220.064,,,
4/4/23,22,RTO,5987.302,,,
4/4/23,23,RTO,6257.627,,,
4/4/23,24,RTO,6258.541,,,
4/5/23,1,RTO,6501.044,,,
4/5/23,2,RTO,6660.963,,,
4/5/23,3,RTO,6937.807,,,
4/5/23,4,RTO,7179.765,,,
4/5/23,5,RTO,7144.705,,,
4/5/23,6,RTO,7000.364,,,
4/5/23,7,RTO,6723.544,,,
4/5/23,8,RTO,6469.996,,,
4/5/23,9,RTO,6630.886,,,
4/5/23,10,RTO,6670.093,,,
4/5/23,11,RTO,6628.455,,,
4/5/23,12,RTO,6429.63,,,
4/5/23,13,RTO,6983.962,,,
4/5/23,14,RTO,6848.318,,,
4/5/23,15,RTO,6433.573,,,
4/5/23,16,RTO,6435.606,,,
4/5/23,17,RTO,6768.665,,,
4/5/23,18,RTO,6748.305,,,
4/5/23,19,RTO,6870.319,,,
4/5/23,20,RTO,6570.702,,,
4/5/23,21,RTO,6243.113,,,
4/5/23,22,RTO,5503.642,,,
4/5/23,23,RTO,5538.983,,,
4/5/23,24,RTO,5233.279,,,
4/6/23,1,RTO,4436.817,,,
4/6/23,2,RTO,4280.436,,,
4/6/23,3,RTO,4687.036,,,
4/6/23,4,RTO,4722.033,,,
4/6/23,5,RTO,4557.882,,,
4/6/23,6,RTO,4178.679,,,
4/6/23,7,RTO,3981.086,,,
4/6/23,8,RTO,3391.963,,,
4/6/23,9,RTO,2767.035,,,
4/6/23,10,RTO,2284.117,,,
4/6/23,11,RTO,1846.652,,,
4/6/23,12,RTO,1816.128,,,
4/6/23,13,RTO,1983.22,,,
4/6/23,14,RTO,2065.546,,,
4/6/23,15,RTO,2261.653,,,
4/6/23,16,RTO,2522.695,,,
4/6/23,17,RTO,2630.636,,,
4/6/23,18,RTO,2355.183,,,
4/6/23,19,RTO,2001.703,,,
4/6/23,20,RTO,1876.469,,,
4/6/23,21,RTO,1904.197,,,
4/6/23,22,RTO,1754.03,,,
4/6/23,23,RTO,1751.95,,,
4/6/23,24,RTO,1655.582,,,
4/7/23,1,RTO,1604.769,,,
4/7/23,2,RTO,1701.837,,,
4/7/23,3,RTO,1809.696,,,
4/7/23,4,RTO,2123.891,,,
4/7/23,5,RTO,2562.309,,,
4/7/23,6,RTO,3280.18,,,
4/7/23,7,RTO,3801.216,,,
4/7/23,8,RTO,3794.714,,,
4/7/23,9,RTO,3854.39,,,
4/7/23,10,RTO,2992.608,,,
4/7/23,11,RTO,2243.014,,,
4/7/23,12,RTO,1801.83,,,
4/7/23,13,RTO,1677.721,,,
4/7/23,14,RTO,1739.761,,,
4/7/23,15,RTO,1786.85,,,
4/7/23,16,RTO,1808.013,,,
4/7/23,17,RTO,1788.829,,,
4/7/23,18,RTO,1820.99,,,
4/7/23,19,RTO,1840.832,,,
4/7/23,20,RTO,2170.833,,,
4/7/23,21,RTO,2602.649,,,
4/7/23,22,RTO,3154.521,,,
4/7/23,23,RTO,3347.479,,,
4/7/23,24,RTO,3071.312,,,
4/8/23,1,RTO,2678.975,,,
4/8/23,2,RTO,2459.959,,,
4/8/23,3,RTO,2410.223,,,
4/8/23,4,RTO,2832.361,,,
4/8/23,5,RTO,2872.273,,,
4/8/23,6,RTO,2881.2,,,
4/8/23,7,RTO,2765.327,,,
4/8/23,8,RTO,3246.565,,,
4/8/23,9,RTO,3182.592,,,
4/8/23,10,RTO,2136.21,,,
4/8/23,11,RTO,2057.934,,,
4/8/23,12,RTO,2068.401,,,
4/8/23,13,RTO,2034.194,,,
4/8/23,14,RTO,1592.44,,,
4/8/23,15,RTO,1087.37,,,
4/8/23,16,RTO,959.278,,,
4/8/23,17,RTO,820.914,,,
4/8/23,18,RTO,699.923,,,
4/8/23,19,RTO,722.224,,,
4/8/23,20,RTO,869.803,,,
4/8/23,21,RTO,1153.013,,,
4/8/23,22,RTO,1811.111,,,
4/8/23,23,RTO,2393.745,,,
4/8/23,24,RTO,2946.78,,,
4/9/23,1,RTO,2791.114,,,
4/9/23,2,RTO,2878.586,,,
4/9/23,3,RTO,2565.754,,,
4/9/23,4,RTO,2204.074,,,
4/9/23,5,RTO,1891.836,,,
4/9/23,6,RTO,1748.978,,,
4/9/23,7,RTO,1625.111,,,
4/9/23,8,RTO,1627.391,,,
4/9/23,9,RTO,1328.363,,,
4/9/23,10,RTO,862.71,,,
4/9/23,11,RTO,780.568,,,
4/9/23,12,RTO,1073.707,,,
4/9/23,13,RTO,1038.668,,,
4/9/23,14,RTO,1240.908,,,
4/9/23,15,RTO,1411.657,,,
4/9/23,16,RTO,1550.401,,,
4/9/23,17,RTO,1458.792,,,
4/9/23,18,RTO,1323.576,,,
4/9/23,19,RTO,1268.838,,,
4/9/23,20,RTO,1134.236,,,
4/9/23,21,RTO,1211.444,,,
4/9/23,22,RTO,1856.301,,,
4/9/23,23,RTO,2643.526,,,
4/9/23,24,RTO,3205.808,,,
4/10/23,1,RTO,3470.866,,,
4/10/23,2,RTO,3592.829,,,
4/10/23,3,RTO,3590.839,,,
4/10/23,4,RTO,3200.065,,,
4/10/23,5,RTO,3207.083,,,
4/10/23,6,RTO,3401.127,,,
4/10/23,7,RTO,3526.501,,,
4/10/23,8,RTO,3300.026,,,
4/10/23,9,RTO,2916.174,,,
4/10/23,10,RTO,1952.395,,,
4/10/23,11,RTO,1640.855,,,
4/10/23,12,RTO,1789.575,,,
4/10/23,13,RTO,1408.597,,,
4/10/23,14,RTO,933.286,,,
4/10/23,15,RTO,599.49,,,
4/10/23,16,RTO,550.666,,,
4/10/23,17,RTO,565.68,,,
4/10/23,18,RTO,559.367,,,
4/10/23,19,RTO,562.351,,,
4/10/23,20,RTO,529.65,,,
4/10/23,21,RTO,557.544,,,
4/10/23,22,RTO,794.716,,,
4/10/23,23,RTO,1155.214,,,
4/10/23,24,RTO,1609.132,,,
4/11/23,1,RTO,2011.618,,,
4/11/23,2,RTO,2654.74,,,
4/11/23,3,RTO,2969.469,,,
4/11/23,4,RTO,3232.414,,,
4/11/23,5,RTO,3089.878,,,
4/11/23,6,RTO,2882.234,,,
4/11/23,7,RTO,3010.069,,,
4/11/23,8,RTO,3358.793,,,
4/11/23,9,RTO,3202.794,,,
4/11/23,10,RTO,2201.741,,,
4/11/23,11,RTO,2126.839,,,
4/11/23,12,RTO,2739.828,,,
4/11/23,13,RTO,3505.337,,,
4/11/23,14,RTO,4132.468,,,
4/11/23,15,RTO,4538.376,,,
4/11/23,16,RTO,4919.529,,,
4/11/23,17,RTO,5297.107,,,
4/11/23,18,RTO,5459.765,,,
4/11/23,19,RTO,5386.916,,,
4/11/23,20,RTO,4633.151,,,
4/11/23,21,RTO,4426.471,,,
4/11/23,22,RTO,5793.022,,,
4/11/23,23,RTO,7513.68,,,
4/11/23,24,RTO,8408.588,,,
4/12/23,1,RTO,8177.12,,,
4/12/23,2,RTO,7660.986,,,
4/12/23,3,RTO,7626.072,,,
4/12/23,4,RTO,7766.363,,,
4/12/23,5,RTO,7433.56,,,
4/12/23,6,RTO,7209.319,,,
4/12/23,7,RTO,7232.624,,,
4/12/23,8,RTO,6943.752,,,
4/12/23,9,RTO,6225.686,,,
4/12/23,10,RTO,5237.092,,,
4/12/23,11,RTO,5217.967,,,
4/12/23,12,RTO,5448.063,,,
4/12/23,13,RTO,5820.198,,,
4/12/23,14,RTO,6349.605,,,
4/12/23,15,RTO,6355.034,,,
4/12/23,16,RTO,6340.365,,,
4/12/23,17,RTO,6374.205,,,
4/12/23,18,RTO,6570.255,,,
4/12/23,19,RTO,6405.597,,,
4/12/23,20,RTO,5730.202,,,
4/12/23,21,RTO,5579.59,,,
4/12/23,22,RTO,6241.963,,,
4/12/23,23,RTO,6763.076,,,
4/12/23,24,RTO,7005.992,,,
4/13/23,1,RTO,7123.556,,,
4/13/23,2,RTO,7068.783,,,
4/13/23,4,RTO,6162.79,,,
4/13/23,5,RTO,5489.304,,,
4/13/23,6,RTO,4878.081,,,
4/13/23,7,RTO,4786.708,,,
4/13/23,8,RTO,4032.06,,,
4/13/23,9,RTO,2938.428,,,
4/13/23,10,RTO,1533.173,,,
4/13/23,11,RTO,991.562,,,
4/13/23,12,RTO,954.547,,,
4/13/23,13,RTO,1225.804,,,
4/13/23,14,RTO,1563.038,,,
4/13/23,15,RTO,1826.52,,,
4/13/23,16,RTO,2009.39,,,
4/13/23,17,RTO,2073.257,,,
4/13/23,18,RTO,1952.384,,,
4/13/23,19,RTO,1837.088,,,
4/13/23,20,RTO,1769.233,,,
4/13/23,21,RTO,2272.286,,,
4/13/23,22,RTO,3114.425,,,
4/13/23,23,RTO,3852.922,,,
4/13/23,24,RTO,3787.214,,,
4/14/23,1,RTO,3504.762,,,
4/14/23,2,RTO,2564.499,,,
4/14/23,3,RTO,2062.341,,,
4/14/23,4,RTO,2086.872,,,
4/14/23,5,RTO,2125.197,,,
4/14/23,6,RTO,2148.342,,,
4/14/23,7,RTO,2216.227,,,
4/14/23,8,RTO,2133.434,,,
4/14/23,9,RTO,1519.537,,,
4/14/23,10,RTO,1156.749,,,
4/14/23,11,RTO,845.465,,,
4/14/23,12,RTO,661.216,,,
4/14/23,13,RTO,601.155,,,
4/14/23,14,RTO,1154.087,,,
4/14/23,15,RTO,1658.762,,,
4/14/23,16,RTO,1867.066,,,
4/14/23,17,RTO,2101.173,,,
4/14/23,18,RTO,2025.007,,,
4/14/23,19,RTO,2046.087,,,
4/14/23,20,RTO,2091.387,,,
4/14/23,21,RTO,2236.195,,,
4/14/23,22,RTO,2181.201,,,
4/14/23,23,RTO,2509.307,,,
4/14/23,24,RTO,2710.359,,,
4/15/23,1,RTO,3014.61,,,
4/15/23,2,RTO,3227.193,,,
4/15/23,3,RTO,3533.006,,,
4/15/23,4,RTO,3428.036,,,
4/15/23,5,RTO,3353.258,,,
4/15/23,6,RTO,3592.147,,,
4/15/23,7,RTO,3550.313,,,
4/15/23,8,RTO,3260.2,,,
4/15/23,9,RTO,3113.424,,,
4/15/23,10,RTO,2754.656,,,
4/15/23,11,RTO,2247.138,,,
4/15/23,12,RTO,2029.962,,,
4/15/23,13,RTO,3056.379,,,
4/15/23,14,RTO,4606.921,,,
4/15/23,15,RTO,4611.981,,,
4/15/23,16,RTO,3651.699,,,
4/15/23,17,RTO,4200.922,,,
4/15/23,18,RTO,4167.751,,,
4/15/23,19,RTO,4151.595,,,
4/15/23,20,RTO,3723.232,,,
4/15/23,21,RTO,3570.528,,,
4/15/23,22,RTO,4469.163,,,
4/15/23,23,RTO,5544.839,,,
4/15/23,24,RTO,5070.453,,,
4/16/23,1,RTO,4471.867,,,
4/16/23,2,RTO,2924.961,,,
4/16/23,3,RTO,2976.303,,,
4/16/23,4,RTO,3974.996,,,
4/16/23,5,RTO,4301.378,,,
4/16/23,6,RTO,4885.927,,,
4/16/23,7,RTO,4871.616,,,
4/16/23,8,RTO,4966.744,,,
4/16/23,9,RTO,4641.178,,,
4/16/23,10,RTO,4735.643,,,
4/16/23,11,RTO,6185.068,,,
4/16/23,12,RTO,6820.006,,,
4/16/23,13,RTO,7187.177,,,
4/16/23,14,RTO,7327.92,,,
4/16/23,15,RTO,7153.41,,,
4/16/23,16,RTO,7010.884,,,
4/16/23,17,RTO,7457.025,,,
4/16/23,18,RTO,7893.463,,,
4/16/23,19,RTO,7825.924,,,
4/16/23,20,RTO,7842.628,,,
4/16/23,21,RTO,8051.393,,,
4/16/23,22,RTO,8877.838,,,
4/16/23,23,RTO,8836.994,,,
4/16/23,24,RTO,8716.731,,,
4/17/23,1,RTO,8238.471,,,
4/17/23,2,RTO,8093.873,,,
4/17/23,3,RTO,8054.161,,,
4/17/23,4,RTO,7532.827,,,
4/17/23,5,RTO,7585.85,,,
4/17/23,6,RTO,7085.44,,,
4/17/23,7,RTO,7659.301,,,
4/17/23,8,RTO,7869.387,,,
4/17/23,9,RTO,7563.282,,,
4/17/23,10,RTO,7727.677,,,
4/17/23,11,RTO,7770.042,,,
4/17/23,12,RTO,7732.347,,,
4/17/23,13,RTO,8033.765,,,
4/17/23,14,RTO,8503.718,,,
4/17/23,15,RTO,8792.124,,,
4/17/23,16,RTO,8667.514,,,
4/17/23,17,RTO,8370.785,,,
4/17/23,18,RTO,7862.521,,,
4/17/23,19,RTO,7308.446,,,
4/17/23,20,RTO,6271.25,,,
4/17/23,21,RTO,4860.514,,,
4/17/23,22,RTO,4008.617,,,
4/17/23,23,RTO,3627.68,,,
4/17/23,24,RTO,3445.336,,,
4/18/23,1,RTO,3419.564,,,
4/18/23,2,RTO,3379.389,,,
4/18/23,3,RTO,3604.081,,,
4/18/23,4,RTO,3858.332,,,
4/18/23,5,RTO,4124.315,,,
4/18/23,6,RTO,3953.135,,,
4/18/23,7,RTO,3996.068,,,
4/18/23,8,RTO,4038.634,,,
4/18/23,9,RTO,3282.715,,,
4/18/23,10,RTO,3000.153,,,
4/18/23,11,RTO,3088.311,,,
4/18/23,12,RTO,2941.423,,,
4/18/23,13,RTO,3093.642,,,
4/18/23,14,RTO,3273.616,,,
4/18/23,15,RTO,3321.333,,,
4/18/23,16,RTO,3305.277,,,
4/18/23,17,RTO,3215.487,,,
4/18/23,18,RTO,3004.194,,,
4/18/23,19,RTO,2700.1,,,
4/18/23,20,RTO,2047.379,,,
4/18/23,21,RTO,1583.082,,,
4/18/23,22,RTO,1604.637,,,
4/18/23,23,RTO,1796.202,,,
4/18/23,24,RTO,2368.201,,,
4/19/23,1,RTO,3170.635,,,
4/19/23,2,RTO,4239.77,,,
4/19/23,3,RTO,4729.695,,,
4/19/23,4,RTO,4455.473,,,
4/19/23,5,RTO,4800.256,,,
4/19/23,6,RTO,5288.443,,,
4/19/23,7,RTO,5225.138,,,
4/19/23,8,RTO,6464.066,,,
4/19/23,9,RTO,6557.699,,,
4/19/23,10,RTO,6055.843,,,
4/19/23,11,RTO,5737.198,,,
4/19/23,12,RTO,5238.398,,,
4/19/23,13,RTO,5318.915,,,
4/19/23,14,RTO,5714.874,,,
4/19/23,15,RTO,5551.941,,,
4/19/23,16,RTO,5843.872,,,
4/19/23,17,RTO,6115.651,,,
4/19/23,18,RTO,6079.857,,,
4/19/23,19,RTO,6426.626,,,
4/19/23,20,RTO,6220.529,,,
4/19/23,21,RTO,6002.505,,,
4/19/23,22,RTO,5569.678,,,
4/19/23,23,RTO,4960.59,,,
4/19/23,24,RTO,4182.576,,,
4/20/23,1,RTO,3997.211,,,
4/20/23,2,RTO,4817.421,,,
4/20/23,3,RTO,5281.649,,,
4/20/23,4,RTO,5298.68,,,
4/20/23,5,RTO,5331.918,,,
4/20/23,6,RTO,5945.109,,,
4/20/23,7,RTO,6271.615,,,
4/20/23,8,RTO,6456.495,,,
4/20/23,9,RTO,6347.176,,,
4/20/23,10,RTO,6143.424,,,
4/20/23,11,RTO,6403.241,,,
4/20/23,12,RTO,6821.435,,,
4/20/23,13,RTO,6383.861,,,
4/20/23,14,RTO,6591.723,,,
4/20/23,15,RTO,7075.745,,,
4/20/23,16,RTO,7293.412,,,
4/20/23,17,RTO,7323.497,,,
4/20/23,18,RTO,6994.513,,,
4/20/23,19,RTO,6791.226,,,
4/20/23,20,RTO,6813.496,,,
4/20/23,21,RTO,6514.808,,,
4/20/23,22,RTO,6543.093,,,
4/20/23,23,RTO,6545.871,,,
4/20/23,24,RTO,6142.722,,,
4/21/23,1,RTO,5741.155,,,
4/21/23,2,RTO,5151.625,,,
4/21/23,3,RTO,4108.229,,,
4/21/23,4,RTO,3621.936,,,
4/21/23,5,RTO,3049.032,,,
4/21/23,6,RTO,2561.879,,,
4/21/23,7,RTO,2412.976,,,
4/21/23,8,RTO,2201.455,,,
4/21/23,9,RTO,1783.585,,,
4/21/23,10,RTO,1446.452,,,
4/21/23,11,RTO,1040.237,,,
4/21/23,12,RTO,1373.745,,,
4/21/23,13,RTO,1715.575,,,
4/21/23,14,RTO,2286.707,,,
4/21/23,15,RTO,3008.552,,,
4/21/23,16,RTO,3306.744,,,
4/21/23,17,RTO,3242.909,,,
4/21/23,18,RTO,3262.433,,,
4/21/23,19,RTO,3587.959,,,
4/21/23,20,RTO,4101.79,,,
4/21/23,21,RTO,4064.684,,,
4/21/23,22,RTO,4505.536,,,
4/21/23,23,RTO,4553.843,,,
4/21/23,24,RTO,4126.85,,,
4/22/23,1,RTO,3279.633,,,
4/22/23,2,RTO,2614.088,,,
4/22/23,3,RTO,2510.837,,,
4/22/23,4,RTO,2383.921,,,
4/22/23,5,RTO,2156.006,,,
4/22/23,6,RTO,2697.437,,,
4/22/23,7,RTO,3338.86,,,
4/22/23,8,RTO,3640.546,,,
4/22/23,9,RTO,4220.895,,,
4/22/23,10,RTO,5444.114,,,
4/22/23,11,RTO,5936.931,,,
4/22/23,12,RTO,6161.058,,,
4/22/23,13,RTO,6575.762,,,
4/22/23,14,RTO,7218.348,,,
4/22/23,15,RTO,7551.681,,,
4/22/23,16,RTO,7561.936,,,
4/22/23,17,RTO,7758.642,,,
4/22/23,18,RTO,7035.003,,,
4/22/23,19,RTO,6565.769,,,
4/22/23,20,RTO,6130.318,,,
4/22/23,21,RTO,5027.939,,,
4/22/23,22,RTO,4415.242,,,
4/22/23,23,RTO,4549.781,,,
4/22/23,24,RTO,4655.587,,,
4/23/23,1,RTO,4587.573,,,
4/23/23,2,RTO,4321.714,,,
4/23/23,3,RTO,4326.207,,,
4/23/23,4,RTO,4168.231,,,
4/23/23,5,RTO,3877.555,,,
4/23/23,6,RTO,2894.591,,,
4/23/23,7,RTO,2341.653,,,
4/23/23,8,RTO,2151.56,,,
4/23/23,9,RTO,2023.88,,,
4/23/23,10,RTO,2296.055,,,
4/23/23,11,RTO,2500.595,,,
4/23/23,12,RTO,2761.199,,,
4/23/23,13,RTO,2856.678,,,
4/23/23,14,RTO,3183.923,,,
4/23/23,15,RTO,3455.585,,,
4/23/23,16,RTO,3615.709,,,
4/23/23,17,RTO,3920.177,,,
4/23/23,18,RTO,3862.151,,,
4/23/23,19,RTO,3406.922,,,
4/23/23,20,RTO,2659.74,,,
4/23/23,21,RTO,1702.909,,,
4/23/23,22,RTO,1183.432,,,
4/23/23,23,RTO,926.582,,,
4/23/23,24,RTO,908.979,,,
4/24/23,1,RTO,935.521,,,
4/24/23,2,RTO,941.077,,,
4/24/23,3,RTO,1111.004,,,
4/24/23,4,RTO,1144.844,,,
4/24/23,5,RTO,1345.434,,,
4/24/23,6,RTO,1764.978,,,
4/24/23,7,RTO,2039.282,,,
4/24/23,8,RTO,2041.952,,,
4/24/23,9,RTO,1607.146,,,
4/24/23,10,RTO,1562.641,,,
4/24/23,12,RTO,2246.933,,,
4/24/23,13,RTO,2629.16,,,
4/24/23,14,RTO,2679.984,,,
4/24/23,15,RTO,2454.156,,,
4/24/23,16,RTO,2045.866,,,
4/24/23,17,RTO,1594.299,,,
4/24/23,18,RTO,1230.077,,,
4/24/23,19,RTO,1045.666,,,
4/24/23,20,RTO,797.376,,,
4/24/23,21,RTO,674.058,,,
4/24/23,22,RTO,888.084,,,
4/24/23,23,RTO,916.747,,,
4/24/23,24,RTO,1207.795,,,
4/25/23,1,RTO,1428.862,,,
4/25/23,2,RTO,1436.484,,,
4/25/23,3,RTO,1812.009,,,
4/25/23,4,RTO,1830.831,,,
4/25/23,5,RTO,1854.843,,,
4/25/23,6,RTO,1901.39,,,
4/25/23,7,RTO,1682.296,,,
4/25/23,8,RTO,2028.821,,,
4/25/23,9,RTO,2103.562,,,
4/25/23,10,RTO,1964.81,,,
4/25/23,11,RTO,1487.214,,,
4/25/23,12,RTO,1671.921,,,
4/25/23,13,RTO,1588.004,,,
4/25/23,14,RTO,1722.438,,,
4/25/23,15,RTO,1813.095,,,
4/25/23,16,RTO,1786.405,,,
4/25/23,17,RTO,2152.109,,,
4/25/23,18,RTO,2385.24,,,
4/25/23,19,RTO,2824.909,,,
4/25/23,20,RTO,3416.734,,,
4/25/23,21,RTO,3600.334,,,
4/25/23,22,RTO,3896.634,,,
4/25/23,23,RTO,3451.802,,,
4/25/23,24,RTO,2592.978,,,
4/26/23,1,RTO,2266.569,,,
4/26/23,2,RTO,2063.961,,,
4/26/23,3,RTO,1951.859,,,
4/26/23,4,RTO,1925.194,,,
4/26/23,5,RTO,1978.072,,,
4/26/23,6,RTO,1932.663,,,
4/26/23,7,RTO,1837.5,,,
4/26/23,8,RTO,1853.773,,,
4/26/23,9,RTO,1469.12,,,
4/26/23,10,RTO,1166.047,,,
4/26/23,11,RTO,1183.429,,,
4/26/23,12,RTO,1214.18,,,
4/26/23,13,RTO,1108.082,,,
4/26/23,14,RTO,956.615,,,
4/26/23,15,RTO,766.487,,,
4/26/23,16,RTO,791.477,,,
4/26/23,17,RTO,790.015,,,
4/26/23,18,RTO,634.321,,,
4/26/23,19,RTO,509.444,,,
4/26/23,20,RTO,634.845,,,
4/26/23,21,RTO,1587.601,,,
4/26/23,22,RTO,2630.004,,,
4/26/23,23,RTO,3085.706,,,
4/26/23,24,RTO,3091.624,,,
4/27/23,1,RTO,3210.831,,,
4/27/23,2,RTO,3195.96,,,
4/27/23,3,RTO,3235.162,,,
4/27/23,4,RTO,3148.721,,,
4/27/23,5,RTO,3344.109,,,
4/27/23,6,RTO,3390.973,,,
4/27/23,7,RTO,3706.365,,,
4/27/23,8,RTO,3999.029,,,
4/27/23,9,RTO,3463.498,,,
4/27/23,10,RTO,2437.866,,,
4/27/23,11,RTO,2157.355,,,
4/27/23,12,RTO,1869.401,,,
4/27/23,13,RTO,1464.69,,,
4/27/23,14,RTO,1180.308,,,
4/27/23,15,RTO,1050.029,,,
4/27/23,16,RTO,1076.229,,,
4/27/23,17,RTO,1223.711,,,
4/27/23,18,RTO,1689.903,,,
4/27/23,19,RTO,2180.824,,,
4/27/23,20,RTO,2496.254,,,
4/27/23,21,RTO,2797.768,,,
4/27/23,22,RTO,3449.225,,,
4/27/23,23,RTO,3760.712,,,
4/27/23,24,RTO,3673.179,,,
4/28/23,1,RTO,3520.952,,,
4/28/23,2,RTO,3500.915,,,
4/28/23,3,RTO,3103.305,,,
4/28/23,4,RTO,3102.21,,,
4/28/23,5,RTO,3129.564,,,
4/28/23,6,RTO,3223.769,,,
4/28/23,7,RTO,3594.681,,,
4/28/23,8,RTO,3572.204,,,
4/28/23,9,RTO,2951.402,,,
4/28/23,10,RTO,2574.081,,,
4/28/23,11,RTO,2783.969,,,
4/28/23,12,RTO,2930.023,,,
4/28/23,13,RTO,3056.352,,,
4/28/23,14,RTO,3297.198,,,
4/28/23,15,RTO,3547.941,,,
4/28/23,16,RTO,3413.461,,,
4/28/23,17,RTO,3276.428,,,
4/28/23,18,RTO,3211.892,,,
